Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
143B_BONE	143B	143B	http://www.ebi.ac.uk/efo/EFO_0006355	EFO:0006355	FALSE	FALSE	FALSE	FALSE	FALSE
22RV1_PROSTATE	22Rv1	22Rv1	http://www.ebi.ac.uk/efo/EFO_0002095	EFO:0002095	FALSE	FALSE	FALSE	FALSE	FALSE
2313287_STOMACH	23132/87	23132/87	http://www.ebi.ac.uk/efo/EFO_0006528	EFO:0006528	FALSE	FALSE	FALSE	FALSE	FALSE
5637_URINARY_TRACT	5637	5637	http://www.ebi.ac.uk/efo/EFO_0002096	EFO:0002096	FALSE	FALSE	FALSE	FALSE	FALSE
59M_OVARY	59M	59M	http://www.ebi.ac.uk/efo/EFO_0006358	EFO:0006358	FALSE	FALSE	FALSE	FALSE	FALSE
639V_URINARY_TRACT	639-V	639V	http://www.ebi.ac.uk/efo/EFO_0002097	EFO:0002097	FALSE	FALSE	FALSE	FALSE	FALSE
647V_URINARY_TRACT	647-V	647V	http://www.ebi.ac.uk/efo/EFO_0002098	EFO:0002098	FALSE	FALSE	FALSE	FALSE	FALSE
769P_KIDNEY	769-P	769P	http://www.ebi.ac.uk/efo/EFO_0002099	EFO:0002099	FALSE	FALSE	FALSE	FALSE	FALSE
A101D_SKIN	A101D	A101D	http://www.ebi.ac.uk/efo/EFO_0002100	EFO:0002100	FALSE	FALSE	FALSE	FALSE	FALSE
A172_CENTRAL_NERVOUS_SYSTEM	A172	A172	http://www.ebi.ac.uk/efo/EFO_0002101	EFO:0002101	FALSE	FALSE	FALSE	FALSE	FALSE
A204_SOFT_TISSUE	A-204	A204	http://www.ebi.ac.uk/efo/EFO_0002102	EFO:0002102	FALSE	FALSE	FALSE	FALSE	FALSE
A2058_SKIN	A2058	A2058	http://www.ebi.ac.uk/efo/EFO_0006361	EFO:0006361	FALSE	FALSE	FALSE	FALSE	FALSE
A2780_OVARY	A2780	A2780	http://www.ebi.ac.uk/efo/EFO_0006362	EFO:0006362	FALSE	FALSE	FALSE	FALSE	FALSE
A375_SKIN	A-375	A375	http://www.ebi.ac.uk/efo/EFO_0002103	EFO:0002103	FALSE	FALSE	FALSE	FALSE	FALSE
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A3/KAW	A3/KAW	http://www.ebi.ac.uk/efo/EFO_0006532	EFO:0006532	FALSE	FALSE	FALSE	FALSE	FALSE
A498_KIDNEY	A-498	A498	http://www.ebi.ac.uk/efo/EFO_0002105	EFO:0002105	FALSE	FALSE	FALSE	FALSE	FALSE
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4/Fuk	A4/Fuk	http://www.ebi.ac.uk/efo/EFO_0006533	EFO:0006533	FALSE	FALSE	FALSE	FALSE	FALSE
A549_LUNG	A549	A549	http://www.ebi.ac.uk/efo/EFO_0001086	EFO:0001086	FALSE	FALSE	FALSE	FALSE	FALSE
A673_BONE	A-673	A673	http://www.ebi.ac.uk/efo/EFO_0002106	EFO:0002106	FALSE	FALSE	FALSE	FALSE	FALSE
ABC1_LUNG	ABC-1	ABC-1	http://www.ebi.ac.uk/efo/EFO_0002813	EFO:0002813	FALSE	FALSE	FALSE	FALSE	FALSE
ACHN_KIDNEY	ACHN	ACHN	http://www.ebi.ac.uk/efo/EFO_0002108	EFO:0002108	FALSE	FALSE	FALSE	FALSE	FALSE
AGS_STOMACH	AGS	AGS	http://www.ebi.ac.uk/efo/EFO_0002109	EFO:0002109	FALSE	FALSE	FALSE	FALSE	FALSE
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO-1	AMO-1	http://www.ebi.ac.uk/efo/EFO_0006534	EFO:0006534	FALSE	FALSE	FALSE	FALSE	FALSE
ASPC1_PANCREAS	AsPC-1	AsPC1	http://www.ebi.ac.uk/efo/EFO_0002112	EFO:0002112	FALSE	FALSE	FALSE	FALSE	FALSE
AU565_BREAST	AU565	AU565	http://www.ebi.ac.uk/efo/EFO_0001087	EFO:0001087	FALSE	FALSE	FALSE	FALSE	FALSE
AZ521_SMALL_INTESTINE	AZ-521	AZ-521	http://www.ebi.ac.uk/efo/EFO_0002814	EFO:0002814	FALSE	FALSE	FALSE	FALSE	FALSE
BEN_LUNG	BEN	BEN	http://www.ebi.ac.uk/efo/EFO_0006537	EFO:0006537	FALSE	FALSE	FALSE	FALSE	FALSE
BFTC905_URINARY_TRACT	BFTC-905	BFTC905	http://www.ebi.ac.uk/efo/EFO_0002115	EFO:0002115	FALSE	FALSE	FALSE	FALSE	FALSE
BFTC909_KIDNEY	BFTC-909	BFTC-909	http://www.ebi.ac.uk/efo/EFO_0006538	EFO:0006538	FALSE	FALSE	FALSE	FALSE	FALSE
BHT101_THYROID	BHT-101	BHT101	http://www.ebi.ac.uk/efo/EFO_0002116	EFO:0002116	FALSE	FALSE	FALSE	FALSE	FALSE
BHY_UPPER_AERODIGESTIVE_TRACT	BHY	BHY	http://www.ebi.ac.uk/efo/EFO_0006539	EFO:0006539	FALSE	FALSE	FALSE	FALSE	FALSE
BICR22_UPPER_AERODIGESTIVE_TRACT	BICR 22	BICR 22	http://www.ebi.ac.uk/efo/EFO_0006541	EFO:0006541	FALSE	FALSE	FALSE	FALSE	FALSE
BICR31_UPPER_AERODIGESTIVE_TRACT	BICR 31	BICR 31	http://www.ebi.ac.uk/efo/EFO_0006542	EFO:0006542	FALSE	FALSE	FALSE	FALSE	FALSE
BT20_BREAST	BT-20	BT20	http://www.ebi.ac.uk/efo/EFO_0001092	EFO:0001092	FALSE	FALSE	FALSE	FALSE	FALSE
BT474_BREAST	BT-474	BT474	http://www.ebi.ac.uk/efo/EFO_0001093	EFO:0001093	FALSE	FALSE	FALSE	FALSE	FALSE
BT483_BREAST	BT-483	BT483	http://www.ebi.ac.uk/efo/EFO_0001095	EFO:0001095	FALSE	FALSE	FALSE	FALSE	FALSE
BT549_BREAST	BT-549	BT549	http://www.ebi.ac.uk/efo/EFO_0001096	EFO:0001096	FALSE	FALSE	FALSE	FALSE	FALSE
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BV-173	BV173	http://www.ebi.ac.uk/efo/EFO_0002118	EFO:0002118	FALSE	FALSE	FALSE	FALSE	FALSE
BXPC3_PANCREAS	BxPC-3	BxPC-3	http://www.ebi.ac.uk/efo/EFO_0002709	EFO:0002709	FALSE	FALSE	FALSE	FALSE	FALSE
C2BBE1_LARGE_INTESTINE	C2BBe1	C2BBe1	http://www.ebi.ac.uk/efo/EFO_0006546	EFO:0006546	FALSE	FALSE	FALSE	FALSE	FALSE
C32_SKIN	C32	C32	http://www.ebi.ac.uk/efo/EFO_0006364	EFO:0006364	FALSE	FALSE	FALSE	FALSE	FALSE
C3A_LIVER	C3A	C3A	http://www.ebi.ac.uk/efo/EFO_0002121	EFO:0002121	FALSE	FALSE	FALSE	FALSE	FALSE
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46	CA46	http://www.ebi.ac.uk/efo/EFO_0002124	EFO:0002124	FALSE	FALSE	FALSE	FALSE	FALSE
CACO2	CACO2	Caco-2	http://www.ebi.ac.uk/efo/EFO_0001099	EFO:0001099	FALSE	FALSE	FALSE	FALSE	FALSE
CADOES1_BONE	CADO-ES1	CADO ES1	http://www.ebi.ac.uk/efo/EFO_0002818	EFO:0002818	FALSE	FALSE	FALSE	FALSE	FALSE
CAKI1_KIDNEY	Caki-1	Caki1	http://www.ebi.ac.uk/efo/EFO_0002149	EFO:0002149	FALSE	FALSE	FALSE	FALSE	FALSE
CAKI2_KIDNEY	Caki-2	Caki2	http://www.ebi.ac.uk/efo/EFO_0002150	EFO:0002150	FALSE	FALSE	FALSE	FALSE	FALSE
CAL120_BREAST	CAL-120	CAL120	http://www.ebi.ac.uk/efo/EFO_0005356	EFO:0005356	FALSE	FALSE	FALSE	FALSE	FALSE
CAL12T_LUNG	CAL-12T	CAL-12T	http://www.ebi.ac.uk/efo/EFO_0006547	EFO:0006547	FALSE	FALSE	FALSE	FALSE	FALSE
CAL148_BREAST	CAL-148	CAL148	http://www.ebi.ac.uk/efo/EFO_0005357	EFO:0005357	FALSE	FALSE	FALSE	FALSE	FALSE
CAL27_UPPER_AERODIGESTIVE_TRACT	CAL 27	CAL 27	http://www.ebi.ac.uk/efo/EFO_0006366	EFO:0006366	FALSE	FALSE	FALSE	FALSE	FALSE
CAL51_BREAST	CAL-51	CAL51	http://www.ebi.ac.uk/efo/EFO_0005358	EFO:0005358	FALSE	FALSE	FALSE	FALSE	FALSE
CAL54_KIDNEY	CAL-54	CAL54	http://www.ebi.ac.uk/efo/EFO_0002125	EFO:0002125	FALSE	FALSE	FALSE	FALSE	FALSE
CAL62_THYROID	CAL-62	CAL62	http://www.ebi.ac.uk/efo/EFO_0002126	EFO:0002126	FALSE	FALSE	FALSE	FALSE	FALSE
CAL851_BREAST	CAL-85-1	CAL851	http://www.ebi.ac.uk/efo/EFO_0005359	EFO:0005359	FALSE	FALSE	FALSE	FALSE	FALSE
CALU1_LUNG	Calu-1	Calu1	http://www.ebi.ac.uk/efo/EFO_0002151	EFO:0002151	FALSE	FALSE	FALSE	FALSE	FALSE
CALU3_LUNG	Calu-3	Calu3	http://www.ebi.ac.uk/efo/EFO_0002819	EFO:0002819	FALSE	FALSE	FALSE	FALSE	FALSE
CALU6_LUNG	Calu-6	Calu6	http://www.ebi.ac.uk/efo/EFO_0002152	EFO:0002152	FALSE	FALSE	FALSE	FALSE	FALSE
CAMA1_BREAST	CAMA-1	CAMA1	http://www.ebi.ac.uk/efo/EFO_0001100	EFO:0001100	FALSE	FALSE	FALSE	FALSE	FALSE
CAOV3_OVARY	Caov-3	CaOv3	http://www.ebi.ac.uk/efo/EFO_0002148	EFO:0002148	FALSE	FALSE	FALSE	FALSE	FALSE
CAPAN1_PANCREAS	Capan-1	Capan1	http://www.ebi.ac.uk/efo/EFO_0002153	EFO:0002153	FALSE	FALSE	FALSE	FALSE	FALSE
CAPAN2_PANCREAS	Capan-2	Capan2	http://www.ebi.ac.uk/efo/EFO_0002154	EFO:0002154	FALSE	FALSE	FALSE	FALSE	FALSE
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	CCF-STTG1	CCFSTTG1	http://www.ebi.ac.uk/efo/EFO_0002127	EFO:0002127	FALSE	FALSE	FALSE	FALSE	FALSE
CFPAC1_PANCREAS	CFPAC-1	CFPAC-1	http://www.ebi.ac.uk/efo/EFO_0006551	EFO:0006551	FALSE	FALSE	FALSE	FALSE	FALSE
CGTHW1_THYROID	CGTH-W-1	CGTHW1	http://www.ebi.ac.uk/efo/EFO_0002131	EFO:0002131	FALSE	FALSE	FALSE	FALSE	FALSE
CHAGOK1_LUNG	ChaGo-K-1	ChaGoK1	http://www.ebi.ac.uk/efo/EFO_0002155	EFO:0002155	FALSE	FALSE	FALSE	FALSE	FALSE
CHL1_SKIN	CHL-1	CHL1	http://www.ebi.ac.uk/efo/EFO_0002132	EFO:0002132	FALSE	FALSE	FALSE	FALSE	FALSE
CHP212_AUTONOMIC_GANGLIA	CHP-212	CHP212	http://www.ebi.ac.uk/efo/EFO_0002133	EFO:0002133	FALSE	FALSE	FALSE	FALSE	FALSE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1	CI-1	http://www.ebi.ac.uk/efo/EFO_0006367	EFO:0006367	FALSE	FALSE	FALSE	FALSE	FALSE
CL11_LARGE_INTESTINE	CL-11	CL-11	http://www.ebi.ac.uk/efo/EFO_0006368	EFO:0006368	FALSE	FALSE	FALSE	FALSE	FALSE
CL34_LARGE_INTESTINE	CL-34	CL-34	http://www.ebi.ac.uk/efo/EFO_0006369	EFO:0006369	FALSE	FALSE	FALSE	FALSE	FALSE
CL40_LARGE_INTESTINE	CL-40	CL-40	http://www.ebi.ac.uk/efo/EFO_0006370	EFO:0006370	FALSE	FALSE	FALSE	FALSE	FALSE
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK	CMK	http://www.ebi.ac.uk/efo/EFO_0003037	EFO:0003037	FALSE	FALSE	FALSE	FALSE	FALSE
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CML-T1	CMLT1	http://www.ebi.ac.uk/efo/EFO_0002134	EFO:0002134	FALSE	FALSE	FALSE	FALSE	FALSE
COLO678_LARGE_INTESTINE	COLO-678	COLO 678	http://www.ebi.ac.uk/efo/EFO_0006371	EFO:0006371	FALSE	FALSE	FALSE	FALSE	FALSE
COLO679_SKIN	COLO-679	COLO 679	http://www.ebi.ac.uk/efo/EFO_0006372	EFO:0006372	FALSE	FALSE	FALSE	FALSE	FALSE
COLO680N_OESOPHAGUS	COLO-680N	COLO 680N	http://www.ebi.ac.uk/efo/EFO_0006373	EFO:0006373	FALSE	FALSE	FALSE	FALSE	FALSE
COLO699_LUNG	COLO-699	COLO 699	http://www.ebi.ac.uk/efo/EFO_0006374	EFO:0006374	FALSE	FALSE	FALSE	FALSE	FALSE
COLO704_OVARY	COLO-704	COLO704	http://www.ebi.ac.uk/efo/EFO_0002139	EFO:0002139	FALSE	FALSE	FALSE	FALSE	FALSE
COLO741_SKIN	COLO 741	COLO 741	http://www.ebi.ac.uk/efo/EFO_0006375	EFO:0006375	FALSE	FALSE	FALSE	FALSE	FALSE
COLO783_SKIN	COLO-783	COLO 783	http://www.ebi.ac.uk/efo/EFO_0006376	EFO:0006376	FALSE	FALSE	FALSE	FALSE	FALSE
COLO792_SKIN	COLO 792	COLO 792	http://www.ebi.ac.uk/efo/EFO_0006377	EFO:0006377	FALSE	FALSE	FALSE	FALSE	FALSE
COLO800_SKIN	COLO-800	COLO 800	http://www.ebi.ac.uk/efo/EFO_0006378	EFO:0006378	FALSE	FALSE	FALSE	FALSE	FALSE
COLO849_SKIN	COLO-849	COLO 849	http://www.ebi.ac.uk/efo/EFO_0006379	EFO:0006379	FALSE	FALSE	FALSE	FALSE	FALSE
CORL105_LUNG	COR-L105	CORL105	http://www.ebi.ac.uk/efo/EFO_0002141	EFO:0002141	FALSE	FALSE	FALSE	FALSE	FALSE
CORL23_LUNG	COR-L23	CORL23	http://www.ebi.ac.uk/efo/EFO_0002142	EFO:0002142	FALSE	FALSE	FALSE	FALSE	FALSE
CORL279_LUNG	COR-L279	CORL279	http://www.ebi.ac.uk/efo/EFO_0002143	EFO:0002143	FALSE	FALSE	FALSE	FALSE	FALSE
CORL47_LUNG	COR-L47	COR-L47	http://www.ebi.ac.uk/efo/EFO_0006556	EFO:0006556	FALSE	FALSE	FALSE	FALSE	FALSE
CORL88_LUNG	COR-L88	CORL88	http://www.ebi.ac.uk/efo/EFO_0002144	EFO:0002144	FALSE	FALSE	FALSE	FALSE	FALSE
COV318_OVARY	COV318	COV318	http://www.ebi.ac.uk/efo/EFO_0006382	EFO:0006382	FALSE	FALSE	FALSE	FALSE	FALSE
COV362_OVARY	COV362	COV362	http://www.ebi.ac.uk/efo/EFO_0006383	EFO:0006383	FALSE	FALSE	FALSE	FALSE	FALSE
COV434_OVARY	COV434	COV434	http://www.ebi.ac.uk/efo/EFO_0006384	EFO:0006384	FALSE	FALSE	FALSE	FALSE	FALSE
COV504_OVARY	COV504	COV504	http://www.ebi.ac.uk/efo/EFO_0006385	EFO:0006385	FALSE	FALSE	FALSE	FALSE	FALSE
COV644_OVARY	COV644	COV644	http://www.ebi.ac.uk/efo/EFO_0006386	EFO:0006386	FALSE	FALSE	FALSE	FALSE	FALSE
CPCN_LUNG	CPC-N	CPC-N	http://www.ebi.ac.uk/efo/EFO_0006559	EFO:0006559	FALSE	FALSE	FALSE	FALSE	FALSE
CW2_LARGE_INTESTINE	CW-2	CW-2	http://www.ebi.ac.uk/efo/EFO_0006560	EFO:0006560	FALSE	FALSE	FALSE	FALSE	FALSE
DANG_PANCREAS	DAN-G	DAN-G	http://www.ebi.ac.uk/efo/EFO_0006562	EFO:0006562	FALSE	FALSE	FALSE	FALSE	FALSE
DAOY_CENTRAL_NERVOUS_SYSTEM	Daoy	Daoy	http://www.ebi.ac.uk/efo/EFO_0005698	EFO:0005698	FALSE	FALSE	FALSE	FALSE	FALSE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Daudi	Daudi	http://www.ebi.ac.uk/efo/EFO_0002169	EFO:0002169	FALSE	FALSE	FALSE	FALSE	FALSE
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG-05MG	DBTRG05MG	http://www.ebi.ac.uk/efo/EFO_0002159	EFO:0002159	FALSE	FALSE	FALSE	FALSE	FALSE
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB	DB	http://www.ebi.ac.uk/efo/EFO_0002158	EFO:0002158	FALSE	FALSE	FALSE	FALSE	FALSE
DKMG_CENTRAL_NERVOUS_SYSTEM	DK-MG	DKMG	http://www.ebi.ac.uk/efo/EFO_0002161	EFO:0002161	FALSE	FALSE	FALSE	FALSE	FALSE
DLD1_LARGE_INTESTINE	DLD-1	DLD1	http://www.ebi.ac.uk/efo/EFO_0006389	EFO:0006389	FALSE	FALSE	FALSE	FALSE	FALSE
DMS114_LUNG	DMS 114	DMS114	http://www.ebi.ac.uk/efo/EFO_0002162	EFO:0002162	FALSE	FALSE	FALSE	FALSE	FALSE
DMS454_LUNG	DMS 454	DMS 454	http://www.ebi.ac.uk/efo/EFO_0006390	EFO:0006390	FALSE	FALSE	FALSE	FALSE	FALSE
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND-41	DND-41	http://www.ebi.ac.uk/efo/EFO_0007074	EFO:0007074	FALSE	FALSE	FALSE	FALSE	FALSE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH-2	DOHH2	http://www.ebi.ac.uk/efo/EFO_0002167	EFO:0002167	FALSE	FALSE	FALSE	FALSE	FALSE
DU145_PROSTATE	DU 145	DU 145	http://www.ebi.ac.uk/efo/EFO_0005441	EFO:0005441	FALSE	FALSE	FALSE	FALSE	FALSE
DU4475_BREAST	DU4475	DU4475	http://www.ebi.ac.uk/efo/EFO_0002168	EFO:0002168	FALSE	FALSE	FALSE	FALSE	FALSE
DV90_LUNG	DV-90	DV-90	http://www.ebi.ac.uk/efo/EFO_0006565	EFO:0006565	FALSE	FALSE	FALSE	FALSE	FALSE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1	EB1	http://www.ebi.ac.uk/efo/EFO_0002172	EFO:0002172	FALSE	FALSE	FALSE	FALSE	FALSE
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2	EB2	http://www.ebi.ac.uk/efo/EFO_0002173	EFO:0002173	FALSE	FALSE	FALSE	FALSE	FALSE
EBC1_LUNG	EBC-1	EBC-1	http://www.ebi.ac.uk/efo/EFO_0003115	EFO:0003115	FALSE	FALSE	FALSE	FALSE	FALSE
EFM192A_BREAST	EFM-192A	EFM-192A	http://www.ebi.ac.uk/efo/EFO_0006568	EFO:0006568	FALSE	FALSE	FALSE	FALSE	FALSE
EFM19_BREAST	EFM-19	EFM19	http://www.ebi.ac.uk/efo/EFO_0002175	EFO:0002175	FALSE	FALSE	FALSE	FALSE	FALSE
EFO27_OVARY	EFO-27	EFO-27	http://www.ebi.ac.uk/efo/EFO_0006571	EFO:0006571	FALSE	FALSE	FALSE	FALSE	FALSE
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM	EJM	http://www.ebi.ac.uk/efo/EFO_0006572	EFO:0006572	FALSE	FALSE	FALSE	FALSE	FALSE
EKVX_LUNG	EKVX	EKVX	http://www.ebi.ac.uk/efo/EFO_0006786	EFO:0006786	FALSE	FALSE	FALSE	FALSE	FALSE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM-2	EM2	http://www.ebi.ac.uk/efo/EFO_0002176	EFO:0002176	FALSE	FALSE	FALSE	FALSE	FALSE
EPLC272H_LUNG	EPLC-272H	EPLC-272H	http://www.ebi.ac.uk/efo/EFO_0006573	EFO:0006573	FALSE	FALSE	FALSE	FALSE	FALSE
ES2_OVARY	ES-2	ES2	http://www.ebi.ac.uk/efo/EFO_0002177	EFO:0002177	FALSE	FALSE	FALSE	FALSE	FALSE
EVSAT_BREAST	EVSA-T	EVSA-T	http://www.ebi.ac.uk/efo/EFO_0006574	EFO:0006574	FALSE	FALSE	FALSE	FALSE	FALSE
FADU_UPPER_AERODIGESTIVE_TRACT	FaDu	FaDu	http://www.ebi.ac.uk/efo/EFO_0002178	EFO:0002178	FALSE	FALSE	FALSE	FALSE	FALSE
FU97_STOMACH	FU97	Fu97	http://www.ebi.ac.uk/efo/EFO_0002054	EFO:0002054	FALSE	FALSE	FALSE	FALSE	FALSE
G361_SKIN	G-361	G-361	http://www.ebi.ac.uk/efo/EFO_0006394	EFO:0006394	FALSE	FALSE	FALSE	FALSE	FALSE
G401_SOFT_TISSUE	G-401	G401	http://www.ebi.ac.uk/efo/EFO_0002179	EFO:0002179	FALSE	FALSE	FALSE	FALSE	FALSE
G402_SOFT_TISSUE	G-402	G402	http://www.ebi.ac.uk/efo/EFO_0002180	EFO:0002180	FALSE	FALSE	FALSE	FALSE	FALSE
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GA-10	GA10	http://www.ebi.ac.uk/efo/EFO_0002181	EFO:0002181	FALSE	FALSE	FALSE	FALSE	FALSE
GCT_SOFT_TISSUE	GCT	GCT	http://www.ebi.ac.uk/efo/EFO_0002182	EFO:0002182	FALSE	FALSE	FALSE	FALSE	FALSE
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM-1	GDM1	http://www.ebi.ac.uk/efo/EFO_0002183	EFO:0002183	FALSE	FALSE	FALSE	FALSE	FALSE
GP2D_LARGE_INTESTINE	GP2d	GP2d	http://www.ebi.ac.uk/efo/EFO_0006575	EFO:0006575	FALSE	FALSE	FALSE	FALSE	FALSE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA-519	Granta-519	http://www.ebi.ac.uk/efo/EFO_0005369	EFO:0005369	FALSE	FALSE	FALSE	FALSE	FALSE
GRM_SKIN	GR-M	GR-M	http://www.ebi.ac.uk/efo/EFO_0006577	EFO:0006577	FALSE	FALSE	FALSE	FALSE	FALSE
H4_CENTRAL_NERVOUS_SYSTEM	H4	H4	http://www.ebi.ac.uk/efo/EFO_0002184	EFO:0002184	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1143_BREAST	HCC1143	HCC1143	http://www.ebi.ac.uk/efo/EFO_0001169	EFO:0001169	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1171_LUNG	HCC-1171	HCC1171	http://www.ebi.ac.uk/efo/EFO_0003126	EFO:0003126	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1187_BREAST	HCC1187	HCC1187	http://www.ebi.ac.uk/efo/EFO_0001170	EFO:0001170	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1195_LUNG	HCC-1195	HCC1195	http://www.ebi.ac.uk/efo/EFO_0005371	EFO:0005371	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1359_LUNG	HCC-1359	HCC1359	http://www.ebi.ac.uk/efo/EFO_0003128	EFO:0003128	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1395_BREAST	HCC1395	HCC1395	http://www.ebi.ac.uk/efo/EFO_0002185	EFO:0002185	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1419_BREAST	HCC1419	HCC1419	http://www.ebi.ac.uk/efo/EFO_0005372	EFO:0005372	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1428_BREAST	HCC1428	HCC1428	http://www.ebi.ac.uk/efo/EFO_0001171	EFO:0001171	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1500_BREAST	HCC1500	HCC1500	http://www.ebi.ac.uk/efo/EFO_0001172	EFO:0001172	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1569_BREAST	HCC1569	HCC1569	http://www.ebi.ac.uk/efo/EFO_0001173	EFO:0001173	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1599_BREAST	HCC1599	HCC1599	http://www.ebi.ac.uk/efo/EFO_0002186	EFO:0002186	FALSE	FALSE	FALSE	FALSE	FALSE
HCC15_LUNG	HCC-15	HCC15	http://www.ebi.ac.uk/efo/EFO_0003129	EFO:0003129	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1806_BREAST	HCC1806	HCC1806	http://www.ebi.ac.uk/efo/EFO_0005373	EFO:0005373	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1937_BREAST	HCC1937	HCC1937	http://www.ebi.ac.uk/efo/EFO_0001174	EFO:0001174	FALSE	FALSE	FALSE	FALSE	FALSE
HCC1954_BREAST	HCC1954	HCC1954	http://www.ebi.ac.uk/efo/EFO_0001175	EFO:0001175	FALSE	FALSE	FALSE	FALSE	FALSE
HCC202_BREAST	HCC202	HCC202	http://www.ebi.ac.uk/efo/EFO_0001176	EFO:0001176	FALSE	FALSE	FALSE	FALSE	FALSE
HCC2157_BREAST	HCC2157	HCC2157	http://www.ebi.ac.uk/efo/EFO_0001177	EFO:0001177	FALSE	FALSE	FALSE	FALSE	FALSE
HCC2218_BREAST	HCC2218	HCC2218	http://www.ebi.ac.uk/efo/EFO_0002187	EFO:0002187	FALSE	FALSE	FALSE	FALSE	FALSE
HCC2279_LUNG	HCC-2279	HCC2279	http://www.ebi.ac.uk/efo/EFO_0006431	EFO:0006431	FALSE	FALSE	FALSE	FALSE	FALSE
HCC2935_LUNG	HCC2935	HCC2935	http://www.ebi.ac.uk/efo/EFO_0005375	EFO:0005375	FALSE	FALSE	FALSE	FALSE	FALSE
HCC33_LUNG	HCC-33	HCC0033	http://www.ebi.ac.uk/efo/EFO_0006417	EFO:0006417	FALSE	FALSE	FALSE	FALSE	FALSE
HCC364_LUNG	HCC364	HCC0364	http://www.ebi.ac.uk/efo/EFO_0006420	EFO:0006420	FALSE	FALSE	FALSE	FALSE	FALSE
HCC366_LUNG	HCC-366	HCC366	http://www.ebi.ac.uk/efo/EFO_0003131	EFO:0003131	FALSE	FALSE	FALSE	FALSE	FALSE
HCC38_BREAST	HCC38	HCC38	http://www.ebi.ac.uk/efo/EFO_0001180	EFO:0001180	FALSE	FALSE	FALSE	FALSE	FALSE
HCC4006_LUNG	HCC4006	HCC4006	http://www.ebi.ac.uk/efo/EFO_0003132	EFO:0003132	FALSE	FALSE	FALSE	FALSE	FALSE
HCC44_LUNG	HCC-44	HCC44	http://www.ebi.ac.uk/efo/EFO_0003133	EFO:0003133	FALSE	FALSE	FALSE	FALSE	FALSE
HCC70_BREAST	HCC70	HCC70	http://www.ebi.ac.uk/efo/EFO_0001181	EFO:0001181	FALSE	FALSE	FALSE	FALSE	FALSE
HCC78_LUNG	HCC-78	HCC78	http://www.ebi.ac.uk/efo/EFO_0003136	EFO:0003136	FALSE	FALSE	FALSE	FALSE	FALSE
HCC827_LUNG	HCC827	HCC827	http://www.ebi.ac.uk/efo/EFO_0003137	EFO:0003137	FALSE	FALSE	FALSE	FALSE	FALSE
HCC95_LUNG	HCC-95	HCC95	http://www.ebi.ac.uk/efo/EFO_0003138	EFO:0003138	FALSE	FALSE	FALSE	FALSE	FALSE
HCT15_LARGE_INTESTINE	HCT-15	HCT15	http://www.ebi.ac.uk/efo/EFO_0002188	EFO:0002188	FALSE	FALSE	FALSE	FALSE	FALSE
HCT8_LARGE_INTESTINE	HCT-8	HCT8	http://www.ebi.ac.uk/efo/EFO_0002189	EFO:0002189	FALSE	FALSE	FALSE	FALSE	FALSE
