Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
D000076385	Diverticular Diseases	diverticular disease	http://www.ebi.ac.uk/efo/EFO_0009959	EFO:0009959	TRUE	FALSE	FALSE	FALSE	FALSE
D000077195	Squamous Cell Carcinoma of Head and Neck	head and neck squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000181	EFO:0000181	TRUE	FALSE	FALSE	FALSE	FALSE
D000077277	Esophageal Squamous Cell Carcinoma	esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	EFO:0005922	TRUE	FALSE	FALSE	FALSE	FALSE
D000077982	Progression-Free Survival	progression free survival	http://www.ebi.ac.uk/efo/EFO_0004920	EFO:0004920	FALSE	TRUE	FALSE	FALSE	FALSE
D000080909	Carotid-Femoral Pulse Wave Velocity	carotid-femoral pulse wave velocity	http://www.ebi.ac.uk/efo/EFO_0004724	EFO:0004724	FALSE	TRUE	FALSE	FALSE	FALSE
D000081246	RNA-Seq	RNA-Seq	http://www.ebi.ac.uk/efo/EFO_0008896	EFO:0008896	FALSE	FALSE	FALSE	FALSE	TRUE
D000671	Amputation	amputation	http://www.ebi.ac.uk/efo/EFO_0009632	EFO:0009632	FALSE	FALSE	FALSE	FALSE	TRUE
D000783	Aneurysm	aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	EFO:0009659	TRUE	FALSE	FALSE	FALSE	FALSE
D000860	Hypoxia	hypoxia	http://www.ebi.ac.uk/efo/EFO_0009444	EFO:0009444	FALSE	FALSE	TRUE	FALSE	FALSE
D001237	Asphyxia	asphyxia	http://www.ebi.ac.uk/efo/EFO_0009446	EFO:0009446	FALSE	FALSE	TRUE	FALSE	FALSE
D001284	Atrophy	Atrophy	http://www.ebi.ac.uk/efo/EFO_1000096	EFO:1000096	FALSE	FALSE	FALSE	FALSE	TRUE
D001782	Blood Donors	blood donor	http://www.ebi.ac.uk/efo/EFO_0009635	EFO:0009635	FALSE	FALSE	FALSE	FALSE	FALSE
D002375	Catalepsy	catalepsy	http://www.ebi.ac.uk/efo/EFO_0009845	EFO:0009845	TRUE	FALSE	FALSE	FALSE	FALSE
D002585	Cesarean Section	cesarean section	http://www.ebi.ac.uk/efo/EFO_0009636	EFO:0009636	FALSE	FALSE	FALSE	FALSE	TRUE
D002908	Chronic Disease	chronic disease	http://www.ebi.ac.uk/efo/EFO_0009714	EFO:0009714	TRUE	FALSE	FALSE	FALSE	FALSE
D003251	Constriction, Pathologic	stricture	http://www.ebi.ac.uk/efo/EFO_0006818	EFO:0006818	FALSE	FALSE	TRUE	FALSE	FALSE
D003267	Contraception	contraception	http://www.ebi.ac.uk/efo/EFO_0009520	EFO:0009520	FALSE	FALSE	FALSE	FALSE	TRUE
D003289	Convalescence	convalescence	http://www.ebi.ac.uk/efo/EFO_0009630	EFO:0009630	FALSE	FALSE	FALSE	FALSE	TRUE
D004272	DNA, Mitochondrial	mitochondrial DNA	http://www.ebi.ac.uk/efo/EFO_0008480	EFO:0008480	FALSE	FALSE	FALSE	FALSE	FALSE
D004487	Edema	edema	http://www.ebi.ac.uk/efo/EFO_0009373	EFO:0009373	TRUE	FALSE	FALSE	FALSE	FALSE
D005157	Facial Pain	facial pain	http://www.ebi.ac.uk/efo/EFO_0009625	EFO:0009625	FALSE	FALSE	TRUE	FALSE	FALSE
D005355	Fibrosis	fibrosis	http://www.ebi.ac.uk/efo/EFO_0006890	EFO:0006890	TRUE	FALSE	FALSE	FALSE	FALSE
D005414	Flatulence	flatulence	http://www.ebi.ac.uk/efo/EFO_0009669	EFO:0009669	TRUE	FALSE	FALSE	FALSE	FALSE
D005599	Fractures, Ununited	fractures, ununited	http://www.ebi.ac.uk/efo/EFO_0009707	EFO:0009707	TRUE	FALSE	FALSE	FALSE	FALSE
D005627	Frostbite	frostbite	http://www.ebi.ac.uk/efo/EFO_0009527	EFO:0009527	FALSE	FALSE	FALSE	FALSE	FALSE
D006461	Hemolysis	hemolysis	http://www.ebi.ac.uk/efo/EFO_0009473	EFO:0009473	FALSE	FALSE	FALSE	FALSE	TRUE
D006473	Postpartum Hemorrhage	postpartum hemorrhage	http://www.ebi.ac.uk/efo/EFO_0009579	EFO:0009579	TRUE	FALSE	TRUE	FALSE	FALSE
D006521	Hepatitis, Chronic	chronic hepatitis	http://www.ebi.ac.uk/efo/EFO_0008496	EFO:0008496	FALSE	FALSE	TRUE	FALSE	FALSE
D006716	Homosexuality	homosexuality	http://www.ebi.ac.uk/efo/EFO_0008485	EFO:0008485	FALSE	FALSE	TRUE	FALSE	FALSE
D007572	Jaw Fractures	jaw fracture	http://www.ebi.ac.uk/efo/EFO_0009612	EFO:0009612	TRUE	FALSE	FALSE	FALSE	FALSE
D007789	Lactose Tolerance Test	lactose tolerance test	http://www.ebi.ac.uk/efo/EFO_0010557	EFO:0010557	FALSE	TRUE	FALSE	FALSE	FALSE
D007937	Leukapheresis	leukapheresis	http://www.ebi.ac.uk/efo/EFO_0009126	EFO:0009126	FALSE	FALSE	FALSE	FALSE	TRUE
D008451	Maximal Voluntary Ventilation	maximal voluntary ventilation	http://www.ebi.ac.uk/efo/EFO_0008431	EFO:0008431	FALSE	TRUE	FALSE	FALSE	FALSE
D009026	Mortality	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	EFO:0004352	FALSE	TRUE	FALSE	FALSE	FALSE
D009041	Motion Sickness	motion sickness	http://www.ebi.ac.uk/efo/EFO_0006928	EFO:0006928	FALSE	FALSE	TRUE	FALSE	FALSE
D009120	Muscle Cramp	muscle cramp	http://www.ebi.ac.uk/efo/EFO_0009846	EFO:0009846	FALSE	FALSE	TRUE	FALSE	FALSE
D009133	Muscular Atrophy	muscle atrophy	http://www.ebi.ac.uk/efo/EFO_0009851	EFO:0009851	FALSE	FALSE	FALSE	FALSE	TRUE
D009336	Necrosis	necrosis	http://www.ebi.ac.uk/efo/EFO_0009426	EFO:0009426	FALSE	FALSE	TRUE	FALSE	FALSE
D009437	Neuralgia	neuropathic pain	http://www.ebi.ac.uk/efo/EFO_0005762	EFO:0005762	FALSE	FALSE	TRUE	FALSE	FALSE
D009463	Neuroma	neuroma	http://www.ebi.ac.uk/efo/EFO_0009619	EFO:0009619	TRUE	FALSE	FALSE	FALSE	FALSE
D009917	Orbital Fractures	orbital fracture	http://www.ebi.ac.uk/efo/EFO_0009611	EFO:0009611	TRUE	FALSE	FALSE	FALSE	FALSE
D010510	Periodontal Diseases	tooth-supporting structures disease	http://www.ebi.ac.uk/efo/EFO_0010693	EFO:0010693	TRUE	FALSE	FALSE	FALSE	FALSE
D010996	Pleural Effusion	pleural effusion	http://www.ebi.ac.uk/efo/EFO_0009637	EFO:0009637	FALSE	FALSE	TRUE	FALSE	FALSE
D012046	Rehabilitation	rehabilitation	http://www.ebi.ac.uk/efo/EFO_0009581	EFO:0009581	FALSE	FALSE	FALSE	FALSE	TRUE
D012253	Rib Fractures	rib fracture	http://www.ebi.ac.uk/efo/EFO_0009620	EFO:0009620	TRUE	FALSE	FALSE	FALSE	FALSE
D012784	Shoulder Fractures	shoulder fracture	http://www.ebi.ac.uk/efo/EFO_0009621	EFO:0009621	TRUE	FALSE	FALSE	FALSE	FALSE
D013203	Staphylococcal Infections	Staphylococcus aureus infection	http://www.ebi.ac.uk/efo/EFO_0005681	EFO:0005681	TRUE	FALSE	FALSE	FALSE	FALSE
D013405	Suicide	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	EFO:0007624	FALSE	FALSE	FALSE	FALSE	TRUE
D014098	Toothache	toothache	http://www.ebi.ac.uk/efo/EFO_0010072	EFO:0010072	FALSE	FALSE	TRUE	FALSE	FALSE
D014647	Varicose Ulcer	varicose ulcer	http://www.ebi.ac.uk/efo/EFO_1001923	EFO:1001923	FALSE	FALSE	TRUE	FALSE	FALSE
D014987	Xerostomia	xerostomia	http://www.ebi.ac.uk/efo/EFO_0009869	EFO:0009869	FALSE	FALSE	TRUE	FALSE	FALSE
D015275	Tumor Lysis Syndrome	Tumor Lysis Syndrome	http://www.ebi.ac.uk/efo/EFO_1001479	EFO:1001479	TRUE	FALSE	FALSE	FALSE	FALSE
D015831	Osteochondroma	Osteochondroma	http://www.ebi.ac.uk/efo/EFO_1000411	EFO:1000411	TRUE	FALSE	FALSE	FALSE	FALSE
D016084	Bronchoconstriction	bronchoconstriction	http://www.ebi.ac.uk/efo/EFO_0009836	EFO:0009836	FALSE	FALSE	FALSE	FALSE	TRUE
D016530	Orthopedic Nursing	orthopedic nursing	http://www.ebi.ac.uk/efo/EFO_0009577	EFO:0009577	FALSE	FALSE	FALSE	FALSE	TRUE
D016543	Central Nervous System Neoplasms	Central Nervous System Neoplasm	http://www.ebi.ac.uk/efo/EFO_1000158	EFO:1000158	TRUE	FALSE	FALSE	FALSE	FALSE
D016898	Interferon-alpha	interferon alpha	http://www.ebi.ac.uk/efo/EFO_0003021	EFO:0003021	FALSE	FALSE	FALSE	FALSE	FALSE
D017588	Hyperandrogenism	hyperandrogenism	http://www.ebi.ac.uk/efo/EFO_0009006	EFO:0009006	TRUE	FALSE	FALSE	FALSE	FALSE
D017701	Reticulocyte Count	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	EFO:0007986	FALSE	TRUE	FALSE	FALSE	FALSE
D017731	Lymphomatoid Papulosis	Lymphomatoid Papulosis	http://www.ebi.ac.uk/efo/EFO_1000341	EFO:1000341	TRUE	FALSE	FALSE	FALSE	FALSE
D018058	Tympanic Membrane Perforation	tympanic membrane perforation	http://www.ebi.ac.uk/efo/EFO_0009472	EFO:0009472	FALSE	FALSE	TRUE	FALSE	FALSE
D018215	Osteoblastoma	Osteoblastoma	http://www.ebi.ac.uk/efo/EFO_1000410	EFO:1000410	TRUE	FALSE	FALSE	FALSE	FALSE
D018226	Fibroadenoma	Fibroadenoma	http://www.ebi.ac.uk/efo/EFO_1000254	EFO:1000254	TRUE	FALSE	FALSE	FALSE	FALSE
D018296	Pilomatrixoma	Pilomatrixoma	http://www.ebi.ac.uk/efo/EFO_0009082	EFO:0009082	TRUE	FALSE	FALSE	FALSE	FALSE
D018451	Homosexuality, Male	male homosexuality	http://www.ebi.ac.uk/efo/EFO_0008486	EFO:0008486	FALSE	FALSE	TRUE	FALSE	FALSE
D019522	Vaginal Discharge	vaginal discharge	http://www.ebi.ac.uk/efo/EFO_0009365	EFO:0009365	FALSE	FALSE	TRUE	FALSE	FALSE
D020246	Venous Thrombosis	deep vein thrombosis	http://www.ebi.ac.uk/efo/EFO_0003907	EFO:0003907	FALSE	FALSE	TRUE	FALSE	FALSE
D030361	Papillomavirus Infections	human papilloma virus infection	http://www.ebi.ac.uk/efo/EFO_0001668	EFO:0001668	TRUE	FALSE	FALSE	FALSE	FALSE
D033461	Hyperuricemia	hyperuricemia	http://www.ebi.ac.uk/efo/EFO_0009104	EFO:0009104	TRUE	FALSE	FALSE	FALSE	FALSE
D054079	Vascular Malformations	vascular malformation	http://www.ebi.ac.uk/efo/EFO_0006888	EFO:0006888	TRUE	FALSE	TRUE	FALSE	FALSE
D055423	Diet, Ketogenic	ketogenic diet	http://www.ebi.ac.uk/efo/EFO_0009371	EFO:0009371	FALSE	FALSE	FALSE	FALSE	FALSE
D055665	Purpura Fulminans	Purpura Fulminans	http://www.ebi.ac.uk/efo/EFO_1001913	EFO:1001913	FALSE	FALSE	TRUE	FALSE	FALSE
D056344	Executive Function	executive function	http://www.ebi.ac.uk/efo/EFO_0007046	EFO:0007046	FALSE	FALSE	FALSE	FALSE	TRUE
D059246	Tachypnea	tachypnea	http://www.ebi.ac.uk/efo/EFO_0009840	EFO:0009840	FALSE	FALSE	TRUE	FALSE	FALSE
D059305	Diet, High-Fat	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	EFO:0002757	FALSE	FALSE	FALSE	FALSE	FALSE
D059345	Cerebral Small Vessel Diseases	cerebral small vessel disease	http://www.ebi.ac.uk/efo/EFO_0008493	EFO:0008493	TRUE	FALSE	FALSE	FALSE	FALSE
D059349	Urine Specimen Collection	urine collection	http://www.ebi.ac.uk/efo/EFO_0009123	EFO:0009123	FALSE	FALSE	FALSE	FALSE	TRUE
D059630	Mesenchymal Stem Cells	mesenchymal stem cell	http://www.ebi.ac.uk/efo/EFO_0000586	EFO:0000586	FALSE	FALSE	FALSE	FALSE	FALSE
D061218	Depressive Disorder, Treatment-Resistant	treatment resistant depression	http://www.ebi.ac.uk/efo/EFO_0009854	EFO:0009854	TRUE	FALSE	FALSE	FALSE	FALSE
D061346	Laser Capture Microdissection	laser capture microdissection	http://www.ebi.ac.uk/efo/EFO_0009111	EFO:0009111	FALSE	FALSE	FALSE	FALSE	TRUE
D062025	Organophosphate Poisoning	organophosphate poisoning	http://www.ebi.ac.uk/efo/EFO_0010581	EFO:0010581	TRUE	FALSE	FALSE	FALSE	FALSE
D064386	Ankle Fractures	ankle fracture	http://www.ebi.ac.uk/efo/EFO_0009615	EFO:0009615	TRUE	FALSE	FALSE	FALSE	FALSE
D064527	Etiolation	etiolation	http://www.ebi.ac.uk/efo/EFO_0007589	EFO:0007589	FALSE	FALSE	FALSE	FALSE	FALSE
D065290	Acute-On-Chronic Liver Failure	acute-on-chronic liver failure	http://www.ebi.ac.uk/efo/EFO_0007949	EFO:0007949	TRUE	FALSE	TRUE	FALSE	FALSE
D065886	Neurodevelopmental Disorders	Neurodevelopmental disorder	http://www.ebi.ac.uk/efo/EFO_0010642	EFO:0010642	TRUE	FALSE	FALSE	FALSE	FALSE
D065927	Waist-Height Ratio	waist height ratio	http://www.ebi.ac.uk/efo/EFO_0005191	EFO:0005191	FALSE	TRUE	FALSE	FALSE	FALSE
